Entry Date,Exit Date,Buy Price,Sell Price,P&L %,holding_days,exit_reason,confidence_weight,weighted_pnl
2022-09-29,2022-10-06,280.8,295.15,5.11,7,profit_target,4.882,24.946
2022-10-07,2022-10-11,293.65,281.7,-4.07,4,trailing_stoploss,7.724,-31.432
2022-10-13,2022-10-20,280.45,286.0,1.98,7,max_hold,0.849,1.68
2022-11-15,2022-11-22,282.5,274.55,-2.81,7,max_hold,1.346,-3.787
2022-11-24,2022-11-30,292.3,305.25,4.43,6,profit_target,8.091,35.844
2022-12-15,2022-12-22,303.95,296.25,-2.53,7,max_hold,7.852,-19.891
2022-12-23,2022-12-26,279.95,291.65,4.18,3,profit_target,9.396,39.268
2022-12-28,2023-01-04,293.4,294.75,0.46,7,max_hold,12.986,5.975
2023-01-05,2023-01-12,291.7,289.7,-0.69,7,max_hold,2.591,-1.776
2023-01-16,2023-01-23,296.85,302.7,1.97,7,max_hold,3.645,7.184
2023-01-24,2023-01-27,306.15,290.9,-4.98,3,trailing_stoploss,5.076,-25.286
2023-01-30,2023-02-02,294.8,272.0,-7.73,3,trailing_stoploss,10.812,-83.618
2023-02-06,2023-02-10,283.8,292.45,3.05,4,profit_target,0.15,0.457
2023-02-13,2023-02-20,287.55,291.4,1.34,7,max_hold,4.823,6.458
2023-02-22,2023-03-01,282.55,277.0,-1.96,7,max_hold,3.812,-7.487
2023-03-02,2023-03-06,276.6,288.25,4.21,4,profit_target,10.757,45.309
2023-03-09,2023-03-16,281.3,270.85,-3.71,7,max_hold,9.767,-36.285
2023-03-17,2023-03-24,276.55,264.7,-4.28,7,trailing_stoploss,2.792,-11.962
2023-03-29,2023-04-03,255.5,266.7,4.38,5,profit_target,2.699,11.831
