Entry Date,Exit Date,Buy Price,Sell Price,P&L %,holding_days,exit_reason,confidence_weight,weighted_pnl
2024-10-18,2024-10-25,3095.75,3041.05,-1.77,7,max_hold,13.91,-24.578
2024-10-28,2024-10-31,3012.85,2879.55,-4.42,3,trailing_stoploss,12.74,-56.368
2024-11-01,2024-11-08,2894.15,2858.35,-1.24,7,max_hold,1.109,-1.372
2024-11-11,2024-11-19,2861.5,2789.25,-2.52,8,max_hold,2.723,-6.874
2024-11-21,2024-11-22,2786.2,2883.55,3.49,1,profit_target,16.921,59.124
2024-11-25,2024-12-02,2982.4,3050.0,2.27,7,max_hold,14.632,33.165
2024-12-04,2024-12-10,3017.7,3181.8,5.44,6,profit_target,0.6,3.261
2024-12-12,2024-12-19,3190.35,3117.1,-2.3,7,max_hold,15.224,-34.955
2024-12-26,2025-01-02,2908.45,2898.7,-0.34,7,max_hold,4.562,-1.529
2025-01-03,2025-01-10,2869.25,2915.0,1.59,7,max_hold,6.527,10.407
2025-01-13,2025-01-20,2777.5,2805.25,1.0,7,max_hold,1.212,1.211
2025-01-21,2025-01-23,2773.55,2918.95,5.24,2,profit_target,6.395,33.523
2025-01-29,2025-01-30,3009.25,2867.6,-4.71,1,trailing_stoploss,1.468,-6.911
2025-02-04,2025-02-11,2805.45,2713.6,-3.27,7,trailing_stoploss,1.07,-3.503
2025-02-24,2025-02-27,2487.9,2376.4,-4.48,3,trailing_stoploss,7.931,-35.543
2025-02-28,2025-03-06,2247.25,2343.0,4.26,6,profit_target,3.822,16.283
2025-03-07,2025-03-13,2302.25,2205.15,-4.22,6,trailing_stoploss,4.101,-17.298
2025-03-24,2025-04-01,2482.95,2446.75,-1.46,8,max_hold,3.633,-5.297
2025-04-02,2025-04-03,2474.4,2374.05,-4.06,1,trailing_stoploss,6.902,-27.993
2025-04-04,2025-04-07,2229.2,2102.2,-5.7,3,trailing_stoploss,13.706,-78.086
2025-04-21,2025-04-23,2380.7,2507.3,5.32,2,profit_target,1.181,6.282
2025-04-25,2025-05-05,2538.6,2456.1,-3.25,10,max_hold,6.529,-21.217
