Date,Open,High,Low,Close,Volume
2022-03-09,0.0,0.0,0.0,7052.9,611166445.0
2022-03-10,0.0,0.0,0.0,7213.41,660712706.0
2022-03-11,0.0,0.0,0.0,7217.0,421613275.0
2022-03-14,0.0,0.0,0.0,7263.51,438750271.0
2022-03-15,0.0,0.0,0.0,7186.59,545050428.0
2022-03-16,0.0,0.0,0.0,7353.39,392323942.0
2022-03-17,0.0,0.0,0.0,7514.67,1231006640.0
2022-03-21,0.0,0.0,0.0,7418.15,424261058.0
2022-03-22,0.0,0.0,0.0,7455.03,459123777.0
2022-03-23,0.0,0.0,0.0,7461.93,537560894.0
2022-03-24,0.0,0.0,0.0,7465.97,431421567.0
2022-03-25,0.0,0.0,0.0,7457.92,384411355.0
2022-03-28,0.0,0.0,0.0,7461.85,442972950.0
2022-03-29,0.0,0.0,0.0,7539.95,457359903.0
2022-03-30,0.0,0.0,0.0,7578.17,832715296.0
2022-03-31,0.0,0.0,0.0,7589.17,434791402.0
2022-04-01,0.0,0.0,0.0,7722.29,526025853.0
2022-04-04,0.0,0.0,0.0,7927.77,665813277.0
2022-04-05,0.0,0.0,0.0,7997.21,589643397.0
2022-04-06,0.0,0.0,0.0,8022.35,1225253699.0
2022-04-07,0.0,0.0,0.0,7934.59,1487580413.0
2022-04-08,0.0,0.0,0.0,8046.0,846918576.0
2022-04-11,0.0,0.0,0.0,8127.26,534503066.0
2022-04-12,0.0,0.0,0.0,8041.18,546855563.0
2022-04-13,0.0,0.0,0.0,8041.7,365593087.0
2022-04-18,0.0,0.0,0.0,7982.02,571354807.0
2022-04-19,0.0,0.0,0.0,7832.55,528583974.0
2022-04-20,0.0,0.0,0.0,7880.34,418788200.0
2022-04-21,0.0,0.0,0.0,7966.46,408773353.0
2022-04-22,0.0,0.0,0.0,7879.1,329819439.0
2022-04-25,0.0,0.0,0.0,7768.54,438373793.0
2022-04-26,0.0,0.0,0.0,7889.46,336802929.0
2022-04-27,0.0,0.0,0.0,7827.36,344522566.0
2022-04-28,0.0,0.0,0.0,7938.7,344237733.0
2022-04-29,0.0,0.0,0.0,7861.5,420084428.0
2022-05-02,0.0,0.0,0.0,7856.68,453748155.0
2022-05-04,0.0,0.0,0.0,7644.27,517154887.0
2022-05-05,0.0,0.0,0.0,7659.2,399865794.0
2022-05-06,0.0,0.0,0.0,7539.59,471296685.0
2022-05-09,0.0,0.0,0.0,7441.96,481159860.0
2022-05-10,0.0,0.0,0.0,7342.51,397150220.0
2022-05-11,0.0,0.0,0.0,7343.45,559402447.0
2022-05-12,0.0,0.0,0.0,7129.33,733565944.0
2022-05-13,0.0,0.0,0.0,7050.24,586061568.0
2022-05-16,0.0,0.0,0.0,7101.49,452162124.0
2022-05-17,0.0,0.0,0.0,7293.56,518773283.0
2022-05-18,0.0,0.0,0.0,7291.46,540913923.0
2022-05-19,0.0,0.0,0.0,7100.84,497857644.0
2022-05-20,0.0,0.0,0.0,7266.53,436028773.0
2022-05-23,0.0,0.0,0.0,7145.7,576824211.0
2022-05-24,0.0,0.0,0.0,7058.51,433333435.0
2022-05-25,0.0,0.0,0.0,6944.56,429380379.0
2022-05-26,0.0,0.0,0.0,7053.92,496291547.0
2022-05-27,0.0,0.0,0.0,7107.7,323139287.0
2022-05-30,0.0,0.0,0.0,7233.82,334017534.0
2022-05-31,0.0,0.0,0.0,7162.46,590623406.0
2022-06-01,0.0,0.0,0.0,7150.31,292813698.0
2022-06-02,0.0,0.0,0.0,7195.22,340953906.0
2022-06-03,0.0,0.0,0.0,7062.23,336864672.0
2022-06-06,0.0,0.0,0.0,7043.24,306282029.0
2022-06-07,0.0,0.0,0.0,6974.91,263977772.0
2022-06-08,0.0,0.0,0.0,6953.95,323832743.0
2022-06-09,0.0,0.0,0.0,6946.94,263863695.0
2022-06-10,0.0,0.0,0.0,6870.03,267466250.0
2022-06-13,0.0,0.0,0.0,6691.86,481590107.0
2022-06-14,0.0,0.0,0.0,6701.3,425253780.0
2022-06-15,0.0,0.0,0.0,6693.65,309056415.0
2022-06-16,0.0,0.0,0.0,6532.69,402752431.0
2022-06-17,0.0,0.0,0.0,6457.07,479813977.0
2022-06-20,0.0,0.0,0.0,6430.66,468097574.0
2022-06-21,0.0,0.0,0.0,6612.81,551953404.0
2022-06-22,0.0,0.0,0.0,6498.95,354018012.0
2022-06-23,0.0,0.0,0.0,6559.17,381121429.0
2022-06-24,0.0,0.0,0.0,6638.12,394238721.0
2022-06-27,0.0,0.0,0.0,6720.98,302338912.0
2022-06-28,0.0,0.0,0.0,6722.1,323061714.0
2022-06-29,0.0,0.0,0.0,6695.42,350922063.0
2022-06-30,0.0,0.0,0.0,6684.97,353633260.0
2022-07-01,0.0,0.0,0.0,6762.11,291592289.0
2022-07-04,0.0,0.0,0.0,6768.49,307401143.0
2022-07-05,0.0,0.0,0.0,6752.08,303703929.0
2022-07-06,0.0,0.0,0.0,6846.23,303898460.0
2022-07-07,0.0,0.0,0.0,6958.16,389346593.0
2022-07-08,0.0,0.0,0.0,7009.9,294270799.0
2022-07-11,0.0,0.0,0.0,7129.45,403218808.0
